IssueID,ConversationURL,Label,Model,TokensOfPrompts,TokensOfAnswers,PrimaryLanguage,Dev Sentiment Scores,GPT Sentiment Scores,Dev Sentiment Labels,GPT Sentiment Labels,Dev Sentiment EMA,GPT Sentiment EMA
92c9f3a9,https://chat.openai.com/share/65a0a5eb-2ac7-478b-87d9-7a62b3471ab2,Ideation,GPT-3.5,26,813,Java,"[3.5773380659520626e-05, -8.965834422269836e-05]","[-1.8125560018233955e-05, -3.3195101423189044e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-4.784776926195869e-05,-2.817192095487068e-05
92ba39a5,https://chat.openai.com/share/5202af8e-971e-4156-bbfe-daed1ffcc894,Synthesis,GPT-3.5,169,1061,JavaScript,"[-0.0003011271692230366, -0.00029542006814153865, -0.00041732298996066675, -0.0002835048653651029]","[-0.0003542356353136711, -0.0004906533285975456, -0.0002880175015889108, -0.0004446269304025918]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0003211434221011,-0.0003941439490881
9275931f,https://chat.openai.com/share/78201a3f-2901-4c13-87ae-efde11777add,Understanding,GPT-4,741,560,Java,[-0.0009631335051381029],[-0.00144626203837106],['Neutral'],['Neutral'],-0.0009631335051381,-0.001446262038371
91ee31eb,https://chat.openai.com/share/35162ac1-0ac3-4caa-91b8-4ee34f7879d5,Ideation,GPT-4,2921,1333,Python,"[-0.00029051594174234197, -0.08862205610785168, -0.011827650025225012, -2.21504014916718e-05, -0.00032435456523671746, -9.707800927571952e-05]","[0.00014237561845220625, -0.0003524823405314237, -0.00010628299787640572, 0.00048190351662924513, 1.5643774531781673e-05, 0.0002466307923896238]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0079738676289558,0.0001330974274502
902be045,https://chat.openai.com/share/0045ed03-f597-4a24-9d20-25eba0d6fe54,Ideation,GPT-3.5,305,1418,TypeScript,"[-0.00023398276971420273, -4.292471567168832e-05, -2.3408429115079343e-05, -4.312925739213824e-05]","[-1.9861443433910608e-05, -3.1110685085877776e-06, 0.00024860807752702385, 0.04010505540645681]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-7.959116325946524e-05,0.0160969500355422
8fb6446c,https://chat.openai.com/share/6feb31c9-6514-4021-a8fe-bd104a53fe8d,Troubleshooting,GPT-3.5,29,161,TypeScript,[6.575083534698933e-05],[0.01505843510676641],['Neutral'],['Neutral'],6.575083534698933e-05,0.0150584351067664
8f779c2e,https://chat.openai.com/share/4de0b995-cbe1-4091-8a02-e8b80cfad447,Understanding,GPT-4,176,4924,Python,"[-4.8352529120165855e-05, -3.539522731443867e-05, -6.66588603053242e-05, -3.149259282508865e-05, -0.00032474262479809113, -9.898022108245641e-05, -3.297370858490467e-05, -6.074110569898039e-05, -3.4969802072737366e-05, -4.674075171351433e-06]","[-3.153951547574252e-05, -1.1149983038194478e-05, -0.0002722141507547349, -0.0001301916126976721, -0.0008033695849007927, -0.0002648123263497837, 3.6076038668397814e-05, 0.0014944535287213512, -0.000132670538732782, 0.013851754381903447]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-6.037086845199175e-05,0.0025842823098194
8ef0f81c,https://chat.openai.com/share/ec50f5d6-714c-4b9e-ac60-d64ecb656c3b,Refractoring,GPT-3.5,345,617,Python,[-0.0004158568917773664],[0.01506861299276352],['Neutral'],['Neutral'],-0.0004158568917773,0.0150686129927635
8ecb96c1,https://chat.openai.com/share/245724e7-0a3c-4001-9fef-fb72c4a4acc6,Refractoring,GPT-3.5,8,705,JavaScript,[-3.0036324460525066e-05],[-0.00010297837434336543],['Neutral'],['Neutral'],-3.0036324460525066e-05,-0.0001029783743433
8e6bf045,https://chat.openai.com/share/bd221024-c3c6-42df-84ba-61ed2d8b9b1b,Ideation,GPT-4,73,451,Python,[-0.00033864138822536916],[-0.00020017758652102202],['Neutral'],['Neutral'],-0.0003386413882253,-0.000200177586521
8e0379eb,https://chat.openai.com/share/d20ee9b8-f664-4aee-bc3b-96c2c1abdf9f,Ideation,GPT-3.5,103,552,Python,[1.7862286767922342e-05],[-5.3264091548044235e-05],['Neutral'],['Neutral'],1.7862286767922342e-05,-5.326409154804424e-05
8d873fe9,https://chat.openai.com/share/3793c306-2c49-4e24-8a6c-1361df347fa7,Ideation,GPT-3.5,109,2592,JavaScript,"[1.2991746189072728e-05, 3.290357562946156e-05, -2.762945950962603e-05, -5.38194872206077e-05, -2.7768131985794753e-05, 0.006932056741788983, -3.942887269658968e-05, 0.9996355287439656]","[-8.027527655940503e-05, -5.473366763908416e-05, 0.001092494567274116, 0.001954367384314537, -6.234718603082001e-05, -0.0002093401926686056, -0.00012662186054512858, 0.9996581595769385]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']",0.2230611231456504,0.2223012318602486
8ba5d0c9,https://chat.openai.com/share/8f825dac-d02f-43bc-87ab-289a2e06c17c,Other,GPT-3.5,20,71,Java,[-6.23674422968179e-05],[-0.9857589980238117],['Neutral'],['Negative'],-6.23674422968179e-05,-0.9857589980238116
8b1466a7,https://chat.openai.com/share/6bd77c22-af6c-48d3-a6ec-94d15b13c79d,Troubleshooting,GPT-4,9417,22782,Java,"[-0.0003639953938545659, -0.0003639953938545659, -0.00029718910809606314, -0.00019883881032001227, -0.00035380229383008555, -0.0002817082277033478, -0.0004553641119855456, -0.00038384659274015576, -0.0005529972768272273, -0.0011173854290973395, -0.0007185403301264159, -0.0005634038388961926, -0.00037363752198871225, -0.00034336587123107165, -0.00027586508804233745, -0.000633462674159091, -0.00029794013971695676, -0.000569039231777424, -0.0005882384211872704, -0.000969280292338226, -0.0010550352890277281, -0.001298680857871659, -0.000979103620920796, -0.0002315322999493219, -0.00017716079310048372, -0.00028274566284380853, -0.00031860261515248567, -0.0002474937282386236, -0.0011621135272434913, -0.00048389043513452634, -0.0006529288366436958, -0.0004411896225064993, -0.0009189442644128576, -0.0003304352721897885, -0.0005710364057449624, -0.0003152309582219459, -0.0002977426556753926, -0.0003696556013892405, -0.0002474937282386236, -0.0005080517148599029, -0.0019197090732632205, -0.0004406799780554138, 4.86315693706274e-05]","[-0.0008518836621078663, -0.000609773094765842, -0.000609773094765842, -0.0023180357238743454, -0.004934125536237843, -0.0010771726083476096, -0.0006711617825203575, -0.002495061111403629, -0.0011418459907872602, -0.0013449612088152207, -0.0013449612088152207, -0.0013449612088152207, -0.0013449612088152207, -0.0009679112190497108, -0.0009321227480540983, -0.0011282519335509278, -0.0016324850876117125, -0.0010478540425538085, -0.0012551010440802202, -0.000816079365904443, -0.0009895495022647083, -0.002828108408721164, -0.0024403054849244654, -0.0017589157650945708, -0.002731414482695982, -0.002644140971824527, -0.0023923121989355423, -0.0033100119180744514, -0.0022723640722688287, -0.0017376719624735415, -0.0018572672925074585, -0.002649730275152251, -0.010546914345468394, -0.0023611745418747887, -0.0020395041501615196, -0.0028598281132872216, -0.0009686921330285259, -0.0013401140386122279, -0.002312819371582009, -0.0015644299128325656, -0.0009506356218480505, -0.0011044122657040134, -0.0007900231503299437]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0005208038095279,-0.0018715250065522
8aeb2dc3,https://chat.openai.com/share/6f36bdca-a083-4d64-8aa8-640d2c1a85ce,Other,GPT-4,257,244,C++,[-3.7452264223247766e-07],[-3.8865007809363306e-05],['Neutral'],['Neutral'],-3.745226422324777e-07,-3.8865007809363306e-05
8a82770b,https://chat.openai.com/share/884e75dd-3dc0-49a4-926a-5085cc7086ae,Refractoring,GPT-3.5,113,272,Python,[-9.151374251814559e-05],[7.883120269980282e-05],['Neutral'],['Neutral'],-9.15137425181456e-05,7.883120269980282e-05
890bc8cb,https://chat.openai.com/share/e6697bdc-e7a4-4b44-9232-d1f4ad1f6361,Synthesis,GPT-4,130,1786,Python,"[-9.94181027635932e-06, 7.759519212413579e-05, -8.272830018540844e-05, -9.45150968618691e-05, -6.713734910590574e-05]","[-9.556254372000694e-05, -9.937569848261774e-05, -0.0003178557672072202, 0.00013498283078661188, -0.00014307600213214755]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-4.9938607395390896e-05,-9.3476995028107e-05
8857a812,https://chat.openai.com/share/7ddeca53-1174-4686-b82d-0ad305d2d1d3,Ideation,GPT-4,599,627,Python,[-0.00033454228105256334],[8.460697426926345e-05],['Neutral'],['Neutral'],-0.0003345422810525,8.460697426926345e-05
87fc69c7,https://chat.openai.com/share/40ca074c-8f11-4d57-9d6e-45297c2008d0,Refractoring,GPT-4,149,810,Python,[-5.7528362958692014e-05],[-0.00014097082748776302],['Neutral'],['Neutral'],-5.7528362958692014e-05,-0.0001409708274877
8724bbcb,https://chat.openai.com/share/cb1578c4-f538-46e4-9f75-f14dabfb6f39,Ideation,GPT-4-PLUGINS,78,1892,JavaScript,"[2.4724358809180558e-05, 0.00014567153993993998, 1.0337011190131307e-05]","[6.289403245318681e-05, 0.673182539670961, 0.9025616433063988]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Positive', 'Positive']",4.776748028234579e-05,0.6195921800790529
86db2d87,https://chat.openai.com/share/13bdb528-55f6-4aa5-a8c5-c919bdfeb689,Ideation,GPT-4,138,1327,TypeScript,"[-3.330244362587109e-05, -9.258912177756429e-05, -2.8266578738112003e-05, 4.069006536155939e-06]","[-0.00036544148315442726, -4.214467480778694e-05, -0.00010797827417263761, 2.0529405446723104e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-2.568253764184192e-05,-0.0001027072171564
865c8154,https://chat.openai.com/share/ef9998f6-6d2a-4643-8e08-97fc4ecaf862,Understanding,GPT-4,72,336,Python,[-6.058195140212774e-05],[-0.00013928874977864325],['Neutral'],['Neutral'],-6.058195140212774e-05,-0.0001392887497786
85a65a56,https://chat.openai.com/share/2910e2d6-9e9c-4288-84cf-32de5867d51b,Ideation,GPT-4,19,449,JavaScript,[3.596769965952262e-05],[-0.00013219544052844867],['Neutral'],['Neutral'],3.596769965952262e-05,-0.0001321954405284
835f1980,https://chat.openai.com/share/15083d5c-839a-4255-bafa-093d8b99a8b4,Troubleshooting,GPT-4,275,223,TypeScript,[-0.0008426461645285599],[-0.00011139646085212007],['Neutral'],['Neutral'],-0.0008426461645285,-0.0001113964608521
82e1f572,https://chat.openai.com/share/50adc60f-1ea3-4e14-af7f-38466b063604,Synthesis,GPT-3.5,1588,9744,Java,"[-0.0003342463242006488, -0.0014058488814043812, -0.0007385815333691426, -0.0005984497329336591, -0.00029545603320002556, -0.0003684317198349163, -0.0013405764220806304, -0.00034982738725375384, -1.513323513790965e-05, -0.00046875291445758194, -0.0012661904147535097, -0.0006320358006632887, -0.0016857806913321838, -0.002617521728097927]","[-0.001548818763694726, -0.0013187908480176702, -0.00091969426284777, -0.00208607053355081, -0.0013514361926354468, -0.001383081980748102, -0.002100465113471728, -0.0011989245394943282, -0.0019221391121391207, -0.0012478212011046708, -0.0009833105068537407, -0.0010558574795140885, -0.0009573057177476585, -0.0008776829854468815]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0009903151506807,-0.0012814129670841
7f9b139c,https://chat.openai.com/share/9b894eba-2a52-4ada-95e6-e694bb98d3fa,Validation,GPT-4,105,1330,Python,"[-3.961844777222723e-05, -3.403718437766656e-05, -6.789654435124248e-06]","[0.0001538596989121288, 1.6847028746269643e-05, -0.00021468325576279312]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-2.180873525503557e-05,-6.466494596679695e-05
7eda5b52,https://chat.openai.com/share/04d5f99e-7ef6-49c3-8ecc-4ef63fd0de66,Synthesis,GPT-3.5,413,1561,TypeScript,"[-0.00021674553136108443, 5.452697223518044e-05, 2.3875829356256872e-05]","[0.00017731510160956532, 0.9997251505774329, 0.0028454329185478855]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Positive', 'Neutral']",-2.861672510334756e-05,0.2513983328790345
7ec6e75a,https://chat.openai.com/share/7214f2e7-853c-46dd-844a-5de6af6934da,Understanding,GPT-4,27,427,Python,"[-4.442206409294158e-05, -0.00014975922022131272]","[-3.4051990951411426e-05, -0.00014057871158001944]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0001146468348451,-0.0001050698047038
7e2e7e5b,https://chat.openai.com/share/ea806555-dfea-4516-b542-5ac45a6790e8,Synthesis,GPT-3.5,28,1704,C++,"[-2.8055976144969463e-05, -4.49675862910226e-05, 0.00014264243509387597]","[3.69419067283161e-05, 0.0005056508452980779, 6.0712918639183044e-06]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",5.306532693793997e-05,0.0001386838339385
7cffb572,https://chat.openai.com/share/b1ced529-b18b-4284-8a72-682c5596ee88,Troubleshooting,GPT-4-GIZMO,36,635,TypeScript,[-0.9959366551338462],[-0.00039804754487704486],['Negative'],['Neutral'],-0.9959366551338462,-0.000398047544877
7caf0d81,https://chat.openai.com/share/9b2fd295-f6f7-472c-ad44-e366f9cba00f,Ideation,GPT-3.5,986,1917,JavaScript,"[-0.00020875970221823081, -0.00018192911375081167, -0.0005312463617883623, -0.0002897185695474036]","[5.325983511283994e-05, 0.0006547330121975392, -8.737502503208816e-05, -2.5560526410117745e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0003146764427074,7.459146156907081e-05
7aac6ccb,https://chat.openai.com/share/e1758db8-02d8-48f2-ba6f-a0a43139a6b6,Ideation,GPT-3.5,147,1421,JavaScript,"[-8.173472451744601e-05, 0.921536601963453, -0.0007476462124031968]","[-4.903940862277523e-05, 0.999706353431975, -3.244861727580428e-05]","['Neutral', 'Positive', 'Neutral']","['Neutral', 'Positive', 'Neutral']",0.2299898937035323,0.2498981041972001
79b093a5,https://chat.openai.com/share/7dae3a07-8663-49bc-8b3c-3488394a8b03,Refractoring,GPT-3.5,289,667,Python,"[0.00038932092138566077, -0.0006690198424621485]","[0.9993639963577152, -0.0002364008905715309]","['Neutral', 'Neutral']","['Positive', 'Neutral']",-0.0003162395878462,0.3329637315255241
793616f5,https://chat.openai.com/share/b937e7e8-1c09-4c96-be08-27551f70c1f4,Understanding,GPT-4,12,412,Python,[-8.780864300206304e-05],[3.562584606697783e-05],['Neutral'],['Neutral'],-8.780864300206304e-05,3.562584606697783e-05
78d02811,https://chat.openai.com/share/f0adfc22-b26a-4e88-8f73-4352a91a3f87,Ideation,GPT-4,23,886,TypeScript,[-0.0006124418141553178],[-0.0008197278075385839],['Neutral'],['Neutral'],-0.0006124418141553,-0.0008197278075385
7856a689,https://chat.openai.com/share/c2ce8b0a-5fa3-4871-ae5a-7fb46a16ce6a,Understanding,GPT-3.5,29,470,Java,"[-0.00038104801933513954, -3.3558273571543396e-05]","[-9.923770267050713e-05, 1.039481139741838e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.000149388188826,-2.61493599585568e-05
77989b2e,https://chat.openai.com/share/ba9f7701-ee2b-4cf2-ba2a-fc995440759b,Refractoring,GPT-3.5,34,211,Python,[-0.00044268573401495814],[6.316689541563392e-05],['Neutral'],['Neutral'],-0.0004426857340149,6.316689541563392e-05
7705efc7,https://chat.openai.com/share/140992ae-c8de-4998-ae0f-7988816f7521,Understanding,GPT-3.5,268,1487,Python,"[-0.00037139360210858285, 2.5279208784922957e-05]","[-0.0003272152243880555, 5.196619895286858e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0001069450615129,-7.442760882743946e-05
73e5c760,https://chat.openai.com/share/00c86152-4136-498e-a86d-7b57e95df3dd,Understanding,GPT-4-PLUGINS,340,4071,Python,"[-0.00029546289442805573, -0.0002892329648602754, -0.0016647819720674306, -0.001330791274085641, -0.0004480875431909226, -0.0024038675910560414, -0.0018616537563502789, -0.0025883427224471234]","[-0.0010130427544936538, -0.0010130427544936538, -0.0010130427544936538, -0.0013091448781779036, -0.0015701885495218448, -0.0010315306499251164, -0.0007194540739874355, -0.0021243616865831427]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.0015455829334442,-0.0012940774613303
71be6cba,https://chat.openai.com/share/ceb8a281-4b9c-4f9b-8667-c562f5f3c9c8,Synthesis,GPT-3.5,230,4707,JavaScript,"[-0.00014949036994948983, 0.9523384412750602, -2.9740534955635667e-05, 2.6449881261214614e-05, 0.00015075341798365116]","[-0.00010709847992984578, -0.00028380638104863465, -1.2703196262009442e-05, -1.2703196262009442e-05, -7.198625826276839e-05]","['Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",0.0940803115803714,-7.788582207681038e-05
71b51cb7,https://chat.openai.com/share/69ae0b0e-7f5f-4ff1-ab9a-c86db91821bf,Ideation,GPT-3.5,568,7496,Java,"[-4.9409914936404675e-05, -5.640104063786566e-06, -1.7489765014033765e-05, -1.027379767037928e-06, -0.001610538485692814, 0.0014112518692854792, -9.579677862348035e-05, -0.00015440417337231338, -1.810328831197694e-05, -0.00012910278019262478, -0.00020743318600580096, -0.00021564552298514172, -4.7115914640016854e-05, -3.090718382736668e-05, -0.00016696155944373459, -0.00020961405243724585, -5.030268948758021e-05]","[-9.252374002244323e-05, -9.501496242592111e-05, -0.00014599415590055287, -0.00015367815649369732, -0.00013368913641897961, 0.9993924409209285, -1.1906566214747727e-05, 0.00014192696107784286, -2.4873384973034263e-05, -0.00014990503404987976, 0.00017494185885880142, -0.0003633386950241402, -0.0001896738904179074, -9.134486026596278e-05, -7.164546696003526e-05, -0.00022514454030897468, -1.6946549294516444e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-9.621942568635716e-05,0.0303028375617593
70fa49bb,https://chat.openai.com/share/51b5e459-6956-4591-b8a9-beeae0401063,Refractoring,GPT-4-GIZMO,22,867,Python,"[9.122374467551708e-05, 1.1230076779611409e-05]","[3.5436925827525556e-05, 0.0014247529616113752]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",3.78946327449133e-05,0.00096164761635
70c72166,https://chat.openai.com/share/e3aa1fb2-8d84-4df8-8cc9-ef700e02e725,Understanding,GPT-3.5,42,666,JavaScript,[-0.0007044487865641713],[-0.001171102157968562],['Neutral'],['Neutral'],-0.0007044487865641,-0.0011711021579685
6e35ab97,https://chat.openai.com/share/f4fe07ad-117f-4e2a-b1c5-802bf6d5dbe9,Synthesis,GPT-3.5,4489,1620,Python,"[-0.00034501801565056667, -0.000411991095461417]","[-0.003184559289366007, -0.0002829502191161737]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0003896667355244,-0.0012501532425327
6e340137,https://chat.openai.com/share/a53d3e18-57b3-4f51-8ca0-1336db66fcc6,Refractoring,GPT-4,1122,1409,C++,"[-0.0004165986210864503, 0.00034522438363637775]","[-6.539598689414561e-05, -7.935240137157962e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",9.128338206210172e-05,-7.470026321243495e-05
6d8e6b63,https://chat.openai.com/share/08720d55-11d8-4274-94f4-5d35e3340614,Understanding,GPT-4-PLUGINS,30,365,Python,[-0.0006778093229513615],[-0.002053432064712979],['Neutral'],['Neutral'],-0.0006778093229513,-0.0020534320647129
6d770365,https://chat.openai.com/share/ad41be9c-03a4-42c0-95b9-38f02ded3209,Troubleshooting,GPT-4,1624,1210,Python,"[-0.00018292952881893143, -8.442697435384616e-05]","[-0.00025845681375358254, -6.95406342856586e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-0.0001172611591755,-0.0001325126941082
6b811a81,https://chat.openai.com/share/eb7f9271-f429-4794-a9c9-f93338950da5,Understanding,GPT-3.5,19,851,Python,[-4.347230424173176e-05],[-7.786002970533445e-05],['Neutral'],['Neutral'],-4.347230424173176e-05,-7.786002970533445e-05
6a873e43,https://chat.openai.com/share/44717011-2cef-4a7a-8e4f-76cd1de0feb1,Refractoring,GPT-3.5,799,169,Python,[-0.0013647543964907527],[-0.0004047137626912445],['Neutral'],['Neutral'],-0.0013647543964907,-0.0004047137626912
68236a15,https://chat.openai.com/share/d684866b-1474-44ae-8112-7d591fbc1a70,Troubleshooting,GPT-3.5,6909,9289,Java,"[-0.000229765511903679, -0.00023513388441642746, -0.00015417314716614783, -0.0004830642355955206, -0.00028847766952821985, -0.00014881652896292508, -0.00029097141668898985, -0.00021387357264757156, -9.634357411414385e-05, -0.00032781431946204975, -6.669316644547507e-05, -0.00029510073363780975, -0.00031760951969772577, -0.0004195372748654336, -9.504130866844207e-05, -0.00016232158668572083, -0.00018535341951064765, -0.0001888098195195198, -0.00039034832298057154, -6.572169513674453e-05]","[-0.00029364826332312077, -0.00020093595230719075, -0.00017539960390422493, -0.00017113019566750154, -0.0002011652904911898, -0.0002429806045256555, -0.00029786221421090886, -0.0002717441748245619, -0.00024264467356260866, -0.00021613112039631233, -0.0002592363307485357, -0.0002838438158505596, -0.00016976951155811548, -0.00025465690123382956, -0.00021612220734823495, -0.0002490530605427921, -0.0002273987847729586, -0.00022858581360196695, -0.0002113623486366123, -0.00019292494107503444]","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']",-0.000223441245428,-0.0002363910352251
67acece0,https://chat.openai.com/share/24eacd69-b0f3-42c0-905d-77e9559b477b,Validation,GPT-4,67,794,TypeScript,"[0.00016046165546867996, -0.000151536260091234, -0.0005290565750328824]","[6.286344432737678e-05, 5.969905760139227e-05, -0.00016323575255228207]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.000262296938672,-5.097725079394877e-05
674b9181,https://chat.openai.com/share/50956ba3-026d-4df8-b91a-7125bb57866b,Ideation,GPT-4,83,1138,Python,"[3.2397787435911596e-05, -5.0531423767097294e-05]","[-7.155128696467727e-05, 6.967676745261997e-05]","['Neutral', 'Neutral']","['Neutral', 'Neutral']",-2.2888353366094325e-05,2.2600749313520883e-05
62e7f6d5,https://chat.openai.com/share/2bd547da-d025-438b-96d0-b98455cb1687,Other,GPT-4,45,82,JavaScript,[1.3689241313841194e-05],[4.813005216419697e-05],['Neutral'],['Neutral'],1.3689241313841194e-05,4.813005216419697e-05
62bf0b24,https://chat.openai.com/share/35439c89-4b66-41be-bc2f-1e3e6e4207a1,Ideation,GPT-4,105,2793,TypeScript,"[-0.0010015213410952128, -0.000623796608124394, -0.000791588427091483]","[-0.0008166783736669458, -0.0007020115008344874, -0.0006997454183874652]","['Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral']",-0.0008021237008506,-0.000729545177819
625afad2,https://chat.openai.com/share/dc42a2a2-f61e-4c91-9993-5b8d5f0334fd,Refractoring,GPT-3.5,126,287,Python,[-0.00017029567243298516],[0.045059123760438524],['Neutral'],['Neutral'],-0.0001702956724329,0.0450591237604385
61dc562e,https://chat.openai.com/share/f44fdac2-da91-428b-b0dc-b7dcbcfbb605,Ideation,GPT-3.5,41,1882,TypeScript,"[-2.376188786001876e-05, 2.819127985276282e-05, 4.8848611186258495e-05, 1.3088116247672588e-05]","[-1.4611316146329045e-05, -3.471223317319527e-05, 5.895202775718644e-05, 8.616684499429539e-05]","['Neutral', 'Neutral', 'Neutral', 'Neutral']","['Neutral', 'Neutral', 'Neutral', 'Neutral']",1.5885889704804867e-05,4.046061879489571e-05
61c25fda,https://chat.openai.com/share/7f4540c3-3b1f-4e8d-94b4-d532b05cc0b3,Understanding,GPT-3.5,209,548,JavaScript,[-0.000311965704895556],[-0.00018976508727064356],['Neutral'],['Neutral'],-0.0003119657048955,-0.0001897650872706
602e4aa3,https://chat.openai.com/share/0b9e90b1-2a60-43da-864e-eeef47d48fb2,Understanding,GPT-3.5,18,239,C#,[-0.0017947226588148624],[-0.00039843844206188805],['Neutral'],['Neutral'],-0.0017947226588148,-0.0003984384420618
600b65cb,https://chat.openai.com/share/53878509-f889-465c-ad9d-d38ea0e33611,Troubleshooting,GPT-4,1162,435,JavaScript,[-0.00048029674871941097],[-0.0002677811498870142],['Neutral'],['Neutral'],-0.0004802967487194,-0.000267781149887
5ec35772,https://chat.openai.com/share/a49c12e4-883a-413f-ad43-592f1f54f09f,Understanding,GPT-3.5,13,669,TypeScript,[-7.323513273149729e-06],[7.284087769221514e-05],['Neutral'],['Neutral'],-7.323513273149729e-06,7.284087769221514e-05
